,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,TotalSF,TotalBathSum,SalePrice
177,177,60.0,13650,1Fam,1.5Fin,5,1958,Gable,CompShg,CBlock,Ex,Y,4,1,8,Typ,1,2,451,0,2006,2972,3.0,172500
178,178,63.0,17423,1Fam,1Story,5,2008,Hip,CompShg,PConc,Ex,Y,1,1,9,Typ,1,3,1166,0,2009,4450,3.0,501837
179,179,60.0,8520,1Fam,1Story,6,1923,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,2,480,0,2007,1936,1.0,100000
180,180,60.0,2117,Twnhs,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,5,Typ,1,2,440,0,2007,2281,2.5,177000
181,181,54.0,7588,1Fam,2Story,6,1920,Gable,CompShg,BrkTil,Gd,Y,4,1,9,Typ,1,1,216,0,2006,2595,1.5,200100
182,182,60.0,9060,1Fam,1Story,6,1957,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,1,252,0,2007,1340,1.0,120000
183,183,63.0,11426,1Fam,1.5Fin,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,6,Mod,0,2,484,0,2008,3444,2.5,200000
184,184,92.0,7438,1Fam,1.5Fin,8,1908,Gable,CompShg,PConc,Gd,Y,3,1,5,Typ,0,2,576,0,2006,1756,1.0,127000
185,185,90.0,22950,1Fam,2.5Fin,9,1892,Gable,WdShngl,BrkTil,Ex,Y,4,1,12,Typ,2,3,840,0,2006,4143,2.5,475000
186,186,60.0,9947,1Fam,SLvl,5,1990,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,497,0,2009,2405,3.0,173000
187,187,60.0,10410,1Fam,1.5Fin,7,1916,Gable,CompShg,CBlock,Ex,Y,3,1,8,Min2,0,1,180,0,2009,2172,2.5,135000
188,188,64.0,7018,Duplex,SFoyer,5,1979,Gable,CompShg,CBlock,TA,Y,2,2,6,Typ,2,2,528,0,2009,2310,3.0,153337
189,189,41.0,4923,TwnhsE,1Story,5,2001,Gable,CompShg,PConc,Ex,Y,0,1,5,Typ,1,2,682,0,2008,3186,2.5,286000
190,190,70.0,10570,1Fam,2Story,8,1932,Hip,CompShg,CBlock,TA,Y,3,1,10,Maj1,2,2,440,0,2007,3580,2.5,315000
191,191,60.0,7472,1Fam,2Story,9,1972,Gable,CompShg,CBlock,Gd,Y,4,1,7,Typ,0,2,484,0,2007,2204,2.5,184000
192,192,68.0,9017,1Fam,1Story,5,1999,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,666,0,2009,2862,3.0,192000
193,193,24.0,2522,Twnhs,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,7,Maj1,0,2,380,0,2006,2679,2.0,130000
194,194,60.0,7180,1Fam,1Story,7,1972,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,352,0,2008,1728,1.0,127000
195,195,24.0,2280,Twnhs,2Story,6,1976,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,440,0,2009,2311,2.5,148500
196,196,79.0,9416,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,786,0,2007,3452,3.0,311872
197,197,174.0,25419,1Fam,2Story,4,1918,Gable,CompShg,PConc,Gd,Y,4,1,8,Typ,1,2,795,512,2006,4080,3.5,235000
198,198,92.0,5520,1Fam,2.5Fin,6,1912,Gable,CompShg,CBlock,Ex,Y,5,1,8,Typ,0,0,0,0,2009,2613,1.0,104000
199,199,76.0,9591,1Fam,1Story,5,2004,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,856,0,2009,3426,3.0,274900
200,200,80.0,8546,1Fam,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,440,0,2010,2242,2.0,140000
201,201,75.0,10125,1Fam,1Story,6,1977,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,2,2,473,0,2008,2475,2.5,171500
202,202,50.0,7000,1Fam,1.5Fin,6,1924,Gable,CompShg,BrkTil,Gd,Y,2,1,6,Min1,0,1,398,0,2006,1927,2.0,112000
203,203,60.0,4438,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,1,1,3,Typ,1,2,420,0,2008,1696,2.0,149000
204,204,50.0,3500,1Fam,1.5Fin,7,1947,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,240,0,2009,2004,1.5,110000
205,205,99.0,11851,1Fam,1Story,5,1990,Gable,CompShg,PConc,Ex,Y,3,1,5,Typ,0,2,500,0,2009,2866,2.0,180500
206,206,40.0,13673,1Fam,1Story,5,1962,Gable,CompShg,CBlock,TA,Y,3,1,8,Min2,1,1,349,0,2007,2836,1.5,143900
207,207,60.0,12493,1Fam,1Story,5,1960,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,1,1,312,0,2008,2200,2.0,141000
208,208,60.0,14364,1Fam,2Story,5,1988,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,454,0,2007,3219,3.5,277000
209,209,75.0,8250,1Fam,1Story,7,1964,Hip,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,2,504,0,2008,2184,2.0,145000
210,210,67.0,5604,1Fam,1Story,6,1925,Gable,CompShg,CBlock,TA,N,2,1,5,Typ,0,0,0,0,2008,1728,2.0,98000
211,211,83.0,10420,1Fam,1Story,5,2009,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,460,0,2010,2424,2.0,186000
212,212,72.0,8640,1Fam,2Story,5,2009,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,644,0,2009,2752,3.5,252678
213,213,43.0,13568,1Fam,1Story,5,1995,Gable,CompShg,PConc,Ex,Y,3,1,5,Typ,0,2,576,0,2006,1980,1.5,156000
214,214,60.0,10900,1Fam,2Story,7,1977,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,299,0,2010,2081,1.5,161750
215,215,72.0,10011,1Fam,1Story,6,1957,Gable,CompShg,CBlock,TA,Y,2,1,6,Min1,1,1,447,0,2006,2306,1.5,134450
216,216,65.0,8450,1Fam,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,2,484,0,2008,2872,3.0,210000
217,217,57.0,9906,1Fam,2Story,4,1925,Gable,CompShg,CBlock,Fa,N,3,1,8,Typ,0,1,210,0,2006,2014,1.0,107000
218,218,60.0,15660,1Fam,1.5Fin,9,1939,Gable,CompShg,CBlock,Ex,Y,3,1,8,Typ,2,2,431,0,2008,2752,2.0,311500
219,219,43.0,3010,TwnhsE,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,438,0,2006,2496,2.0,167240
220,220,73.0,8990,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,675,0,2006,2996,2.0,204900
221,221,60.0,8068,1Fam,2Story,5,2002,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,390,0,2009,3277,2.5,200000
222,222,85.0,11475,1Fam,2Story,6,1975,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,434,0,2006,2265,3.5,179900
223,223,70.0,10500,1Fam,1Story,6,1971,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,2,576,0,2009,1728,1.0,97000
224,224,103.0,13472,1Fam,1Story,5,2003,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,968,0,2009,4784,2.0,386250
225,225,21.0,1680,Twnhs,2Story,5,1971,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,280,0,2009,1932,2.5,112000
226,226,82.0,9950,1Fam,2Story,5,1995,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,3,721,0,2007,3723,2.5,290000
227,227,21.0,1869,Twnhs,2Story,6,1970,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,280,0,2008,1470,1.5,106000
228,228,70.0,8521,1Fam,1Story,5,1967,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,1,1,336,0,2010,1824,1.0,125000
229,229,43.0,3182,TwnhsE,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,430,0,2009,2928,2.0,192500
230,230,73.0,8760,1Fam,1Story,6,1959,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,312,0,2010,2388,2.0,148000
231,231,174.0,15138,1Fam,2Story,5,1995,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,3,810,0,2009,4256,3.5,403000
232,232,21.0,1680,Twnhs,2Story,5,1972,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,1,1,288,0,2006,1470,1.5,94500
233,233,75.0,10650,1Fam,1Story,6,1976,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,308,0,2010,1788,2.0,128200
234,234,60.0,7851,1Fam,2Story,5,2002,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,2,2,440,0,2010,2820,3.5,216500
235,235,21.0,1680,TwnhsE,2Story,3,1971,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,264,0,2008,1470,1.5,89500
236,236,65.0,8773,1Fam,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,494,0,2010,2828,2.0,185500
237,237,60.0,9453,1Fam,2Story,7,1993,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,457,0,2010,2740,2.5,194500
238,238,93.0,12030,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,0,3,818,0,2007,3388,2.0,318000
239,239,52.0,8741,1Fam,1.5Fin,4,1945,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,1,220,0,2010,2222,1.5,113000
240,240,75.0,9000,1Fam,1Story,5,2008,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,750,0,2010,3132,3.0,262500
241,241,40.0,3880,1Fam,1Story,9,1945,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,0,0,0,2007,1552,1.0,110500
242,242,63.0,5000,1Fam,1.5Fin,4,1900,Gable,CompShg,BrkTil,Gd,N,3,1,6,Typ,0,1,352,0,2006,1980,1.0,79000
243,243,75.0,10762,TwnhsE,2Story,6,1980,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,1,288,0,2009,1843,1.5,120000
244,244,60.0,8880,1Fam,2Story,5,1994,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,2,2,463,0,2010,3058,3.5,205000
245,245,80.0,10400,1Fam,1Story,5,1988,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,1,2,604,0,2006,3717,2.5,241500
246,246,69.0,9142,2fmCon,2Story,8,1910,Gable,CompShg,Stone,Gd,N,4,2,9,Typ,0,1,440,0,2006,2948,2.0,137000
247,247,75.0,11310,1Fam,1Story,5,1954,Hip,CompShg,CBlock,Ex,Y,2,1,5,Typ,1,2,451,0,2006,2742,1.0,140000
248,248,72.0,11317,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,2,500,0,2007,2508,2.5,180000
249,249,60.0,159000,1Fam,1.5Fin,7,1958,Gable,CompShg,CBlock,Gd,Y,4,1,7,Typ,2,2,389,0,2007,3588,2.5,277000
250,250,55.0,5350,1Fam,1Story,2,1940,Gable,CompShg,CBlock,Ex,Y,3,1,6,Mod,0,0,0,0,2010,2034,1.0,76500
251,251,44.0,4750,TwnhsE,1Story,5,2006,Hip,CompShg,PConc,Ex,Y,2,1,5,Typ,1,2,538,0,2007,3198,3.5,235000
252,252,65.0,8366,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,520,0,2008,2438,2.5,173000
253,253,85.0,9350,1Fam,SLvl,7,1964,Hip,CompShg,CBlock,Ex,Y,3,1,7,Min1,0,1,309,0,2007,2604,2.5,158000
254,254,70.0,8400,1Fam,1Story,6,1957,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,294,0,2010,2628,2.0,145000
255,255,66.0,8738,1Fam,2Story,5,1999,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,429,0,2006,3266,2.5,230000
256,256,64.0,8791,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,673,0,2008,2592,2.5,207500
257,257,68.0,8814,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,660,0,2009,3208,3.5,220000
258,258,80.0,12435,1Fam,2Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,564,0,2008,2755,2.5,231500
259,259,70.0,12702,1Fam,1Story,5,1956,Gable,CompShg,PConc,Gd,Y,2,1,4,Typ,0,1,308,0,2008,882,1.0,97000
260,260,120.0,19296,1Fam,SLvl,5,1962,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,884,0,2009,2744,2.0,176000
261,261,69.0,9588,1Fam,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,10,Typ,1,3,868,0,2007,4056,2.5,276000
262,262,88.0,8471,1Fam,SLvl,7,1977,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,492,0,2006,1718,2.0,151000
263,263,50.0,5500,1Fam,1.5Fin,7,1929,Gable,CompShg,BrkTil,TA,Y,3,1,6,Typ,0,2,484,0,2010,1852,2.0,130000
264,264,30.0,5232,1Fam,1Story,5,1925,Gable,CompShg,BrkTil,Gd,N,2,1,4,Typ,0,2,504,0,2008,1444,1.0,73000
265,265,78.0,12090,1Fam,1Story,6,1981,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,576,0,2008,2844,2.0,175500
266,266,70.0,11207,1Fam,2Story,5,1997,Gable,CompShg,PConc,Gd,Y,3,1,8,Typ,1,2,413,0,2006,2313,3.5,185000
267,267,60.0,8400,1Fam,2.5Fin,8,1939,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,1,240,0,2008,2492,2.5,179500
268,268,71.0,6900,1Fam,1Story,6,1940,Gable,CompShg,CBlock,Ex,Y,2,1,4,Typ,1,1,924,0,2008,1518,1.0,120500
269,269,60.0,7917,1Fam,1Story,7,1976,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,1,1,504,0,2007,2256,2.5,148000
270,270,84.0,10728,1Fam,2Story,5,2006,Gable,CompShg,PConc,Gd,Y,3,1,8,Typ,1,3,1053,0,2006,3034,2.5,266000
271,271,73.0,39104,1Fam,1Story,7,1954,Flat,Membran,CBlock,Ex,Y,2,1,5,Mod,2,2,439,0,2008,2748,2.0,241500
272,272,92.0,11764,1Fam,2Story,7,1999,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,3,671,0,2010,3422,2.5,290000
273,273,80.0,9600,1Fam,1Story,6,1958,Hip,CompShg,CBlock,Gd,Y,3,1,6,Min1,1,1,338,0,2009,2872,3.0,139000
274,274,76.0,8314,1Fam,1Story,7,1982,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,264,0,2007,1632,1.0,124500
275,275,55.0,7264,1Fam,1.5Fin,7,1925,Gable,CompShg,BrkTil,Gd,N,3,1,5,Typ,0,2,672,0,2009,2500,2.5,205000
276,276,129.0,9196,1Fam,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,573,0,2010,3120,2.0,201000
277,277,140.0,19138,1Fam,1Story,5,1951,Gable,CompShg,CBlock,Ex,Y,2,1,4,Typ,0,2,400,0,2010,1728,1.0,141000
278,278,107.0,14450,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,732,0,2007,4242,2.5,415298
279,279,83.0,10005,1Fam,2Story,5,1977,Hip,CompShg,CBlock,Ex,Y,4,1,8,Typ,1,2,505,0,2008,3182,2.5,192000
280,280,82.0,11287,1Fam,2Story,6,1989,Gable,CompShg,CBlock,Gd,Y,3,1,7,Typ,1,2,575,0,2007,2789,2.5,228500
281,281,60.0,7200,1Fam,1Story,5,2006,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,0,2,572,0,2006,2524,2.0,185000
282,282,34.0,5063,Twnhs,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,626,0,2009,2628,3.0,207500
283,283,74.0,9612,1Fam,1Story,5,2008,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,3,898,0,2009,2936,2.0,244600
284,284,50.0,8012,TwnhsE,1Story,5,1992,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,0,2,529,0,2007,3150,3.0,179200
285,285,35.0,4251,TwnhsE,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,528,0,2007,1875,2.5,164700
286,286,77.0,9786,1Fam,1.5Fin,7,1962,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,440,0,2006,2646,1.5,159000
287,287,60.0,8125,1Fam,1Story,4,1971,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,0,0,0,2006,1716,1.0,88000
288,288,60.0,9819,1Fam,1Story,5,1967,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,280,0,2010,1782,1.0,122000
289,289,60.0,8730,1Fam,2Story,7,1915,Gable,CompShg,BrkTil,Ex,Y,3,1,7,Typ,0,1,384,0,2007,2094,1.0,153575
290,290,120.0,15611,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,685,0,2006,2998,2.5,233230
291,291,55.0,5687,2fmCon,2Story,6,1912,Gable,CompShg,PConc,Ex,N,6,1,9,Typ,0,0,0,0,2008,2496,3.0,135900
292,292,60.0,11409,1Fam,1.5Fin,4,1949,Gable,CompShg,CBlock,Gd,Y,3,1,8,Min2,1,1,281,0,2009,2484,1.5,131000
293,293,60.0,16659,1Fam,2Story,7,1977,Gable,CompShg,CBlock,Fa,Y,3,1,9,Typ,1,2,539,0,2006,3058,3.5,235000
294,294,80.0,9600,1Fam,1Story,5,1953,Hip,CompShg,CBlock,TA,Y,3,1,7,Typ,2,2,418,0,2009,3060,2.0,167000
295,295,37.0,7937,1Fam,SLvl,6,1984,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,588,0,2006,2006,2.0,142500
296,296,75.0,13710,1Fam,1.5Fin,5,1950,Gable,CompShg,CBlock,TA,Y,4,1,6,Typ,0,1,282,0,2007,2468,1.5,152000
297,297,66.0,7399,1Fam,2Story,5,1997,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,576,0,2007,2925,2.5,239000
298,298,90.0,11700,1Fam,2Story,6,1968,Mansard,CompShg,CBlock,Gd,Y,3,1,7,Typ,1,2,539,0,2007,2445,2.5,175000
299,299,80.0,14000,1Fam,1Story,8,1950,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,1,300,0,2009,2244,1.5,158500
300,300,90.0,15750,2fmCon,1Story,5,1953,Hip,CompShg,CBlock,TA,Y,2,1,5,Typ,2,1,375,0,2006,2501,2.0,157000
301,301,66.0,16226,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,2,683,0,2007,3480,2.5,267000
302,302,118.0,13704,1Fam,1Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,3,843,0,2006,3082,2.0,205000
303,303,70.0,9800,1Fam,1Story,7,1972,Gable,CompShg,PConc,TA,Y,3,1,5,Typ,0,2,552,0,2006,1788,2.0,149900
304,304,87.0,18386,1Fam,2.5Fin,9,1880,Gable,CompShg,BrkTil,Ex,Y,3,1,10,Typ,1,3,870,0,2008,4963,3.0,295000
305,305,80.0,10386,1Fam,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,3,888,0,2007,4000,3.0,305900
306,306,116.0,13474,1Fam,2Story,5,1990,Gable,CompShg,CBlock,Gd,Y,4,1,8,Typ,1,3,746,0,2007,2943,3.5,225000
307,307,60.0,7920,1Fam,1.5Fin,7,1920,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,0,0,0,2008,1725,1.0,89500
308,308,60.0,12342,1Fam,1Story,5,1940,Gable,CompShg,CBlock,Ex,Y,1,1,4,Typ,0,2,539,0,2009,1722,1.0,82500
309,309,90.0,12378,1Fam,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,3,3,708,0,2006,3840,3.0,360000
310,310,60.0,7685,1Fam,2Story,5,1993,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,1,2,420,0,2006,2198,2.5,165600
311,311,50.0,8000,1Fam,1Story,6,1948,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,1,1,240,0,2009,1944,2.0,132000
312,312,65.0,7800,2fmCon,1.5Fin,7,1939,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,1,2,410,0,2006,1911,2.0,119900
313,313,150.0,215245,1Fam,1Story,5,1965,Hip,CompShg,CBlock,TA,Y,3,1,8,Typ,2,2,513,0,2009,4172,4.0,375000
314,314,60.0,9600,1Fam,2Story,7,1925,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Typ,1,2,546,0,2006,2369,2.0,178000
315,315,71.0,7795,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,432,0,2009,2148,3.5,188500
316,316,94.0,13005,1Fam,2Story,7,1980,Gable,CompShg,CBlock,TA,Y,4,1,10,Typ,1,2,484,0,2009,3198,3.5,260000
317,317,75.0,9000,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,1025,0,2007,3047,2.5,270000
318,318,90.0,9900,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,3,656,0,2009,3993,3.5,260000
319,319,60.0,14115,1Fam,SLvl,5,1980,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,2,2,588,0,2009,2844,3.0,187500
320,320,111.0,16259,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,0,3,840,0,2006,3845,3.5,342643
321,321,99.0,12099,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,4,1,10,Typ,1,3,872,0,2007,3604,3.5,354000
322,322,86.0,10380,1Fam,2Story,5,1986,Gable,CompShg,CBlock,Ex,Y,4,1,8,Typ,1,2,576,0,2007,4232,3.5,301000
323,323,49.0,5820,1Fam,1Story,8,1955,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,220,0,2006,2325,2.0,126175
324,324,96.0,11275,1Fam,SLvl,7,1967,Mansard,WdShake,CBlock,Ex,Y,5,1,11,Typ,1,2,564,0,2010,3688,2.5,242000
325,325,50.0,5000,1Fam,1.5Unf,6,1941,Gable,CompShg,CBlock,Po,N,2,1,5,Typ,0,2,360,0,2007,1523,1.0,87000
326,326,32.0,10846,TwnhsE,1Story,5,1993,Gable,CompShg,PConc,Ex,Y,1,1,6,Typ,2,2,473,0,2008,3438,3.5,324000
327,327,80.0,11600,1Fam,1Story,5,1960,Hip,CompShg,CBlock,TA,Y,3,1,7,Typ,0,1,292,0,2006,2766,1.5,145250
328,328,60.0,11888,1Fam,2.5Unf,6,1916,Gable,CompShg,BrkTil,Gd,N,5,1,10,Typ,0,2,441,0,2009,2978,2.0,214500
329,329,60.0,6402,1Fam,2Story,5,1920,Gable,CompShg,PConc,TA,N,3,1,6,Typ,0,1,189,0,2009,1788,1.0,78000
330,330,60.0,10624,Duplex,1Story,4,1964,Gable,CompShg,CBlock,TA,Y,6,2,10,Typ,0,1,352,0,2007,3456,2.5,119000
331,331,70.0,8176,1Fam,1Story,6,1958,Gable,CompShg,CBlock,Fa,Y,3,1,6,Typ,0,1,308,0,2007,2112,2.0,139000
332,332,85.0,10655,1Fam,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,880,0,2009,4835,3.0,284000
333,333,59.0,8198,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,484,0,2008,2716,3.0,207000
334,334,59.0,9042,1Fam,2Story,5,1998,Gable,CompShg,PConc,Gd,Y,3,1,7,Typ,2,2,472,0,2008,2581,3.5,192000
335,335,60.0,164660,2fmCon,1.5Fin,6,1965,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,2,2,529,0,2008,3285,4.0,228950
336,336,86.0,14157,1Fam,1Story,5,2005,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,676,0,2007,3844,3.0,377426
337,337,70.0,9135,1Fam,1Story,5,2002,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,532,0,2008,3072,3.0,214000
338,338,91.0,14145,1Fam,1Story,7,1984,Gable,CompShg,CBlock,Ex,Y,3,1,8,Typ,0,2,440,0,2006,2829,3.0,202500
339,339,66.0,12400,1Fam,1Story,7,1958,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,297,0,2009,2430,1.0,155000
340,340,85.0,14191,1Fam,2Story,5,2002,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,0,2,431,0,2010,2875,2.5,202900
341,341,60.0,8400,1Fam,1Story,4,1950,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,1,294,0,2009,1562,1.0,82000
342,342,60.0,8544,Duplex,1Story,4,1949,Gable,CompShg,Slab,Fa,N,2,2,6,Typ,0,2,400,0,2006,1040,2.0,87500
343,343,63.0,8849,TwnhsE,1Story,5,2005,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,564,0,2008,3368,2.0,266000
344,344,36.0,2592,TwnhsE,2Story,3,1976,Gable,CompShg,CBlock,TA,Y,3,1,4,Typ,0,1,336,0,2010,1648,1.5,85000
345,345,65.0,6435,1Fam,1.5Fin,5,1939,Gable,CompShg,BrkTil,Gd,Y,3,1,6,Typ,1,1,312,0,2006,2549,1.0,140200
346,346,60.0,12772,1Fam,1Story,8,1960,Hip,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,301,0,2007,1916,1.0,151500
347,347,60.0,17600,1Fam,1Story,5,1960,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,2,2,498,0,2009,2956,3.0,157500
348,348,36.0,2448,Twnhs,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,0,2,474,0,2008,2390,3.5,154000
349,349,56.0,20431,1Fam,2Story,5,2005,Hip,CompShg,PConc,Ex,Y,4,1,10,Typ,2,3,706,0,2006,4576,3.5,437154
350,350,68.0,7820,TwnhsE,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,617,0,2007,3738,2.0,318061
351,351,60.0,5271,1Fam,1Story,5,1986,Gable,CompShg,PConc,Gd,Y,2,1,6,Typ,1,2,445,0,2006,2906,2.5,190000
352,352,60.0,9084,1Fam,1.5Fin,6,1941,Gable,CompShg,CBlock,TA,N,3,1,5,Typ,0,1,200,0,2008,1727,1.5,95000
353,353,60.0,8520,1Fam,1Story,8,1928,Gable,CompShg,BrkTil,Gd,Y,2,1,5,Typ,0,2,484,0,2010,1344,1.0,105900
354,354,60.0,8400,1Fam,1.5Fin,5,1940,Gable,CompShg,CBlock,Ex,Y,2,1,6,Typ,2,1,240,0,2006,2535,1.0,140000
355,355,105.0,11249,1Fam,1Story,5,1995,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,521,0,2007,2400,3.0,177500
