,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,TotalSF,TotalBathSum,SalePrice,AgeOfHouseSold
248,248,72.0,11317,0,5,5,1,1,2,0,1,3,1,8,6,0,2,500,0,2508,2.5,180000,4
249,249,60.0,159000,0,0,7,1,1,1,2,1,4,1,7,6,2,2,389,0,3588,2.5,277000,49
250,250,55.0,5350,0,2,2,1,1,1,0,1,3,1,6,4,0,0,0,0,2034,1.0,76500,70
251,251,44.0,4750,4,2,5,3,1,2,0,1,2,1,5,6,1,2,538,0,3198,3.5,235000,1
252,252,65.0,8366,0,5,5,1,1,2,0,1,3,1,6,6,0,2,520,0,2438,2.5,173000,4
253,253,85.0,9350,0,7,7,3,1,1,0,1,3,1,7,2,0,1,309,0,2604,2.5,158000,43
254,254,70.0,8400,0,2,6,1,1,1,4,1,3,1,5,6,0,1,294,0,2628,2.0,145000,53
255,255,66.0,8738,0,5,5,1,1,2,0,1,4,1,8,6,1,2,429,0,3266,2.5,230000,7
256,256,64.0,8791,0,5,5,1,1,2,0,1,3,1,7,6,0,2,673,0,2592,2.5,207500,5
257,257,68.0,8814,0,2,5,1,1,2,0,1,3,1,8,6,1,2,660,0,3208,3.5,220000,3
258,258,80.0,12435,0,5,5,1,1,2,0,1,3,1,7,6,1,2,564,0,2755,2.5,231500,7
259,259,70.0,12702,0,2,5,1,1,2,2,1,2,1,4,6,0,1,308,0,882,1.0,97000,52
260,260,120.0,19296,0,7,5,1,1,1,4,1,3,1,6,6,1,2,884,0,2744,2.0,176000,47
261,261,69.0,9588,0,5,5,1,1,2,0,1,3,1,10,6,1,3,868,0,4056,2.5,276000,0
262,262,88.0,8471,0,7,7,1,1,1,4,1,3,1,6,6,1,2,492,0,1718,2.0,151000,29
263,263,50.0,5500,0,0,7,1,1,0,4,1,3,1,6,6,0,2,484,0,1852,2.0,130000,81
264,264,30.0,5232,0,2,5,1,1,0,2,0,2,1,4,6,0,2,504,0,1444,1.0,73000,83
265,265,78.0,12090,0,2,6,1,1,1,4,1,3,1,7,6,1,2,576,0,2844,2.0,175500,27
266,266,70.0,11207,0,5,5,1,1,2,2,1,3,1,8,6,1,2,413,0,2313,3.5,185000,9
267,267,60.0,8400,0,3,8,1,1,2,0,1,4,1,8,6,1,1,240,0,2492,2.5,179500,69
268,268,71.0,6900,0,2,6,1,1,1,0,1,2,1,4,6,1,1,924,0,1518,1.0,120500,68
269,269,60.0,7917,0,2,7,3,1,1,4,1,3,1,6,6,1,1,504,0,2256,2.5,148000,31
270,270,84.0,10728,0,5,5,1,1,2,2,1,3,1,8,6,1,3,1053,0,3034,2.5,266000,0
271,271,73.0,39104,0,2,7,0,2,1,0,1,2,1,5,4,2,2,439,0,2748,2.0,241500,54
272,272,92.0,11764,0,5,7,1,1,2,0,1,4,1,9,6,1,3,671,0,3422,2.5,290000,11
273,273,80.0,9600,0,2,6,3,1,1,2,1,3,1,6,2,1,1,338,0,2872,3.0,139000,51
274,274,76.0,8314,0,2,7,1,1,1,4,1,2,1,5,6,0,1,264,0,1632,1.0,124500,25
275,275,55.0,7264,0,0,7,1,1,0,2,0,3,1,5,6,0,2,672,0,2500,2.5,205000,84
276,276,129.0,9196,0,2,5,1,1,2,0,1,3,1,7,6,0,2,573,0,3120,2.0,201000,7
277,277,140.0,19138,0,2,5,1,1,1,0,1,2,1,4,6,0,2,400,0,1728,1.0,141000,59
278,278,107.0,14450,0,2,5,1,1,2,0,1,3,1,8,6,1,3,732,0,4242,2.5,415298,1
279,279,83.0,10005,0,5,5,3,1,1,0,1,4,1,8,6,1,2,505,0,3182,2.5,192000,31
280,280,82.0,11287,0,5,6,1,1,1,2,1,3,1,7,6,1,2,575,0,2789,2.5,228500,18
281,281,60.0,7200,0,2,5,1,1,2,2,1,2,1,5,6,0,2,572,0,2524,2.0,185000,0
282,282,34.0,5063,3,2,5,1,1,2,0,1,2,1,6,6,1,2,626,0,2628,3.0,207500,2
283,283,74.0,9612,0,2,5,1,1,2,0,1,3,1,6,6,1,3,898,0,2936,2.0,244600,1
284,284,50.0,8012,4,2,5,1,1,2,2,1,2,1,5,6,0,2,529,0,3150,3.0,179200,15
285,285,35.0,4251,4,5,5,1,1,2,0,1,2,1,5,6,0,2,528,0,1875,2.5,164700,1
286,286,77.0,9786,0,0,7,1,1,1,4,1,3,1,7,6,1,2,440,0,2646,1.5,159000,44
287,287,60.0,8125,0,2,4,1,1,1,4,1,3,1,5,6,0,0,0,0,1716,1.0,88000,35
288,288,60.0,9819,0,2,5,1,1,1,4,1,3,1,5,6,0,1,280,0,1782,1.0,122000,43
289,289,60.0,8730,0,5,7,1,1,0,0,1,3,1,7,6,0,1,384,0,2094,1.0,153575,92
290,290,120.0,15611,0,5,5,1,1,2,0,1,3,1,8,6,1,2,685,0,2998,2.5,233230,0
291,291,55.0,5687,1,5,6,1,1,2,0,0,6,1,9,6,0,0,0,0,2496,3.0,135900,96
292,292,60.0,11409,0,0,4,1,1,1,2,1,3,1,8,3,1,1,281,0,2484,1.5,131000,60
293,293,60.0,16659,0,5,7,1,1,1,1,1,3,1,9,6,1,2,539,0,3058,3.5,235000,29
294,294,80.0,9600,0,2,5,3,1,1,4,1,3,1,7,6,2,2,418,0,3060,2.0,167000,56
295,295,37.0,7937,0,7,6,1,1,1,4,1,3,1,6,6,0,2,588,0,2006,2.0,142500,22
296,296,75.0,13710,0,0,5,1,1,1,4,1,4,1,6,6,0,1,282,0,2468,1.5,152000,57
297,297,66.0,7399,0,5,5,3,1,2,0,1,3,1,7,6,1,2,576,0,2925,2.5,239000,10
298,298,90.0,11700,0,5,6,4,1,1,2,1,3,1,7,6,1,2,539,0,2445,2.5,175000,39
299,299,80.0,14000,0,2,8,1,1,1,0,1,3,1,6,6,1,1,300,0,2244,1.5,158500,59
300,300,90.0,15750,1,2,5,3,1,1,4,1,2,1,5,6,2,1,375,0,2501,2.0,157000,53
301,301,66.0,16226,0,5,5,1,1,2,0,1,4,1,9,6,1,2,683,0,3480,2.5,267000,9
302,302,118.0,13704,0,2,5,1,1,2,0,1,3,1,6,6,1,3,843,0,3082,2.0,205000,5
303,303,70.0,9800,0,2,7,1,1,2,4,1,3,1,5,6,0,2,552,0,1788,2.0,149900,34
304,304,87.0,18386,0,3,9,1,1,0,0,1,3,1,10,6,1,3,870,0,4963,3.0,295000,128
305,305,80.0,10386,0,2,5,1,1,2,0,1,3,1,8,6,0,3,888,0,4000,3.0,305900,3
306,306,116.0,13474,0,5,5,1,1,1,2,1,4,1,8,6,1,3,746,0,2943,3.5,225000,17
307,307,60.0,7920,0,0,7,1,1,1,4,1,3,1,6,6,0,0,0,0,1725,1.0,89500,88
308,308,60.0,12342,0,2,5,1,1,1,0,1,1,1,4,6,0,2,539,0,1722,1.0,82500,69
309,309,90.0,12378,0,2,5,1,1,2,0,1,3,1,8,6,3,3,708,0,3840,3.0,360000,3
310,310,60.0,7685,0,5,5,1,1,2,2,1,3,1,6,6,1,2,420,0,2198,2.5,165600,13
311,311,50.0,8000,0,2,6,1,1,1,0,1,2,1,5,6,1,1,240,0,1944,2.0,132000,61
312,312,65.0,7800,1,0,7,1,1,1,4,1,3,1,5,6,1,2,410,0,1911,2.0,119900,67
313,313,150.0,215245,0,2,5,3,1,1,4,1,3,1,8,6,2,2,513,0,4172,4.0,375000,44
314,314,60.0,9600,0,5,7,1,1,0,0,1,3,1,6,6,1,2,546,0,2369,2.0,178000,81
315,315,71.0,7795,0,5,5,1,1,2,0,1,3,1,6,6,1,2,432,0,2148,3.5,188500,5
316,316,94.0,13005,0,5,7,1,1,1,4,1,4,1,10,6,1,2,484,0,3198,3.5,260000,29
317,317,75.0,9000,0,5,5,1,1,2,0,1,3,1,8,6,1,3,1025,0,3047,2.5,270000,1
318,318,90.0,9900,0,5,5,1,1,2,0,1,4,1,9,6,1,3,656,0,3993,3.5,260000,16
319,319,60.0,14115,0,7,5,1,1,1,4,1,3,1,6,6,2,2,588,0,2844,3.0,187500,29
320,320,111.0,16259,0,5,5,1,1,2,0,1,4,1,9,6,0,3,840,0,3845,3.5,342643,0
321,321,99.0,12099,0,5,5,1,1,2,0,1,4,1,10,6,1,3,872,0,3604,3.5,354000,3
322,322,86.0,10380,0,5,5,1,1,1,0,1,4,1,8,6,1,2,576,0,4232,3.5,301000,21
323,323,49.0,5820,0,2,8,1,1,1,0,1,3,1,6,6,0,1,220,0,2325,2.0,126175,51
324,324,96.0,11275,0,7,7,4,6,1,0,1,5,1,11,6,1,2,564,0,3688,2.5,242000,43
325,325,50.0,5000,0,1,6,1,1,1,3,0,2,1,5,6,0,2,360,0,1523,1.0,87000,66
326,326,32.0,10846,4,2,5,1,1,2,0,1,1,1,6,6,2,2,473,0,3438,3.5,324000,15
327,327,80.0,11600,0,2,5,3,1,1,4,1,3,1,7,6,0,1,292,0,2766,1.5,145250,46
328,328,60.0,11888,0,4,6,1,1,0,2,0,5,1,10,6,0,2,441,0,2978,2.0,214500,93
329,329,60.0,6402,0,5,5,1,1,2,4,0,3,1,6,6,0,1,189,0,1788,1.0,78000,89
330,330,60.0,10624,2,2,4,1,1,1,4,1,6,2,10,6,0,1,352,0,3456,2.5,119000,43
331,331,70.0,8176,0,2,6,1,1,1,1,1,3,1,6,6,0,1,308,0,2112,2.0,139000,49
332,332,85.0,10655,0,2,5,1,1,2,0,1,3,1,7,6,1,3,880,0,4835,3.0,284000,6
333,333,59.0,8198,4,2,5,1,1,2,0,1,2,1,6,6,1,2,484,0,2716,3.0,207000,4
334,334,59.0,9042,0,5,5,1,1,2,2,1,3,1,7,6,2,2,472,0,2581,3.5,192000,10
335,335,60.0,164660,1,0,6,1,1,1,0,1,3,1,7,6,2,2,529,0,3285,4.0,228950,43
336,336,86.0,14157,0,2,5,3,1,2,0,1,3,1,8,6,1,3,676,0,3844,3.0,377426,2
337,337,70.0,9135,0,2,5,1,1,2,0,1,3,1,7,6,0,2,532,0,3072,3.0,214000,6
338,338,91.0,14145,0,2,7,1,1,1,0,1,3,1,8,6,0,2,440,0,2829,3.0,202500,22
339,339,66.0,12400,0,2,7,3,1,1,4,1,3,1,6,6,0,1,297,0,2430,1.0,155000,51
340,340,85.0,14191,0,5,5,1,1,2,0,1,4,1,9,6,0,2,431,0,2875,2.5,202900,8
341,341,60.0,8400,0,2,4,1,1,1,2,1,2,1,4,6,0,1,294,0,1562,1.0,82000,59
342,342,60.0,8544,2,2,4,1,1,3,1,0,2,2,6,6,0,2,400,0,1040,2.0,87500,57
343,343,63.0,8849,4,2,5,3,1,2,0,1,2,1,6,6,1,2,564,0,3368,2.0,266000,3
344,344,36.0,2592,4,5,3,1,1,1,4,1,3,1,4,6,0,1,336,0,1648,1.5,85000,34
345,345,65.0,6435,0,0,5,1,1,0,2,1,3,1,6,6,1,1,312,0,2549,1.0,140200,67
346,346,60.0,12772,0,2,8,3,1,1,4,1,2,1,5,6,0,1,301,0,1916,1.0,151500,47
347,347,60.0,17600,0,2,5,1,1,1,0,1,3,1,6,6,2,2,498,0,2956,3.0,157500,49
348,348,36.0,2448,3,5,5,1,1,2,0,1,2,1,6,6,0,2,474,0,2390,3.5,154000,5
349,349,56.0,20431,0,5,5,3,1,2,0,1,4,1,10,6,2,3,706,0,4576,3.5,437154,1
350,350,68.0,7820,4,2,5,3,1,2,0,1,2,1,6,6,1,2,617,0,3738,2.0,318061,0
351,351,60.0,5271,0,2,5,1,1,2,2,1,2,1,6,6,1,2,445,0,2906,2.5,190000,20
352,352,60.0,9084,0,0,6,1,1,1,4,0,3,1,5,6,0,1,200,0,1727,1.5,95000,67
353,353,60.0,8520,0,2,8,1,1,0,2,1,2,1,5,6,0,2,484,0,1344,1.0,105900,82
354,354,60.0,8400,0,0,5,1,1,1,0,1,2,1,6,6,2,1,240,0,2535,1.0,140000,66
355,355,105.0,11249,0,2,5,1,1,2,0,1,3,1,6,6,0,2,521,0,2400,3.0,177500,12
356,356,60.0,9248,0,2,6,1,1,2,2,1,3,1,6,6,0,2,400,0,2325,3.0,173000,17
357,357,44.0,4224,4,2,5,1,1,2,4,1,3,1,6,6,1,2,528,0,2284,2.5,134000,31
358,358,92.0,6930,0,7,4,3,1,1,0,1,3,1,6,3,0,1,288,0,2414,1.5,130000,48
359,359,78.0,12011,0,5,5,1,1,2,0,1,3,1,7,6,1,2,592,0,3010,3.5,280000,8
360,360,60.0,7540,0,6,6,1,1,1,0,1,2,1,5,6,1,2,470,0,1800,2.0,156000,29
361,361,60.0,9144,0,0,5,1,1,1,2,1,3,1,8,6,0,1,240,0,2388,2.0,145000,68
362,362,64.0,7301,0,6,5,1,1,3,0,1,4,1,7,6,1,2,672,0,1922,3.0,198500,6
363,363,21.0,1680,3,5,8,1,1,1,2,1,2,1,5,6,0,1,264,0,1470,1.5,118000,37
364,364,60.0,18800,0,5,5,1,1,2,4,1,3,1,6,6,1,2,566,0,2370,3.5,190000,30
365,365,59.0,10690,0,5,7,3,1,1,2,1,3,1,6,6,0,1,468,0,2016,1.0,147000,89
366,366,60.0,9500,0,2,5,1,1,1,2,1,3,1,6,6,2,2,514,0,2788,2.5,159000,46
367,367,101.0,9150,0,7,5,1,5,1,2,1,3,1,6,6,1,1,296,0,2530,1.5,165000,46
368,368,78.0,7800,0,2,6,1,1,2,2,1,2,1,7,6,1,1,244,0,2536,1.0,132000,56
369,369,60.0,9830,0,2,7,1,1,1,0,1,3,1,7,6,1,2,576,0,2350,2.0,162000,51
370,370,60.0,8121,0,5,5,1,1,2,0,1,3,1,7,6,1,2,460,0,2617,2.5,172400,6
371,371,80.0,17120,0,0,4,1,1,1,4,1,4,1,7,3,1,2,680,0,1588,2.0,134432,49
372,372,50.0,7175,4,2,5,1,1,1,4,1,2,1,4,6,0,1,264,0,1496,2.0,125000,26
373,373,79.0,10634,0,2,6,1,1,2,4,1,3,1,5,3,0,1,270,0,1927,2.0,123000,56
374,374,65.0,8200,0,5,5,1,1,2,0,1,4,1,8,6,1,2,434,0,2775,2.5,219500,4
375,375,60.0,10020,0,2,1,1,1,0,2,0,1,1,4,0,0,0,0,0,1587,1.5,61000,87
376,376,57.0,8846,0,6,5,1,1,2,0,1,2,1,5,6,0,2,576,0,1784,1.0,148000,10
377,377,102.0,11143,0,5,5,1,1,2,0,1,4,1,8,6,1,2,610,0,4046,3.0,340000,3
378,378,88.0,11394,0,2,2,3,1,2,0,1,1,1,8,6,1,3,834,0,3712,2.5,394432,0
379,379,60.0,8123,0,5,5,1,1,2,0,1,3,1,7,6,1,2,463,0,2782,2.5,179000,9
380,380,50.0,5000,0,0,6,1,1,0,4,1,3,1,6,6,1,1,308,0,2717,2.0,127000,86
381,381,60.0,7200,0,2,5,1,1,2,0,1,2,1,5,6,1,2,572,0,2594,3.0,187750,0
382,382,79.0,9245,0,5,5,1,1,2,0,1,3,1,8,6,0,2,639,0,2736,2.5,213500,1
383,383,60.0,9000,0,1,3,1,1,0,4,0,2,1,5,6,0,2,360,0,1568,1.0,76000,81
384,384,60.0,53107,0,5,5,1,1,2,0,1,3,1,9,6,2,2,501,0,3533,3.5,240000,15
385,385,43.0,3182,4,2,5,1,1,2,0,1,2,1,6,6,1,2,430,0,2525,2.0,192000,6
386,386,58.0,8410,0,0,3,2,1,2,4,1,5,1,8,6,0,0,0,0,1842,1.0,81000,96
387,387,72.0,7200,0,7,6,3,1,1,0,1,3,1,6,6,1,1,352,0,2166,2.0,125000,33
388,388,93.0,9382,0,2,5,1,1,2,0,1,3,1,6,6,0,2,577,0,2947,2.0,191000,9
389,389,96.0,12474,0,5,5,1,1,2,0,1,3,1,9,6,1,3,846,0,4014,3.5,426000,1
390,390,50.0,8405,0,0,8,1,1,0,0,1,4,1,7,6,0,1,384,0,2228,2.0,119000,108
391,391,71.0,12209,0,5,5,1,1,2,0,1,3,1,7,6,1,2,560,0,2765,3.5,215000,8
392,392,60.0,8339,0,2,7,1,1,3,4,1,3,1,5,6,0,1,294,0,882,1.0,106500,48
393,393,60.0,7446,0,2,5,1,1,1,4,1,2,1,4,6,2,0,0,0,1576,1.0,100000,65
394,394,60.0,10134,0,0,6,1,1,1,2,1,2,1,5,6,0,1,240,0,1769,1.0,109000,67
395,395,68.0,9571,0,2,6,1,1,1,4,1,3,1,6,6,0,1,596,0,2288,2.0,129000,54
396,396,60.0,7200,0,2,5,3,1,1,4,1,2,1,6,6,0,2,600,0,1788,1.0,123000,37
397,397,69.0,7590,0,5,5,1,1,1,4,1,4,1,8,6,1,1,264,0,2676,2.0,169500,45
398,398,60.0,8967,0,2,2,1,1,0,2,1,2,1,6,1,0,1,338,0,2038,1.0,67000,87
399,399,65.0,8125,0,5,5,1,1,2,0,1,2,1,7,6,0,2,438,0,2642,3.0,241000,3
400,400,38.0,14963,4,2,5,1,1,2,0,1,1,1,4,6,2,2,500,0,2548,2.5,245500,12
401,401,65.0,8767,0,2,5,1,1,2,0,1,3,1,6,6,1,2,400,0,2620,2.0,164990,1
402,402,60.0,10200,0,2,8,1,1,2,0,1,2,1,4,6,0,1,240,0,1344,1.0,108000,68
403,403,93.0,12090,0,5,5,3,1,2,2,1,4,1,10,6,1,2,420,0,3404,2.5,258000,8
404,404,60.0,10364,0,5,5,1,1,2,2,1,3,1,7,6,1,2,373,0,2378,2.5,168000,12
405,405,60.0,9991,0,2,4,1,1,1,0,1,3,1,8,2,1,2,490,0,2901,3.0,150000,33
406,406,51.0,10480,0,0,5,1,1,0,0,1,3,1,6,1,0,1,240,0,2230,1.0,115000,72
407,407,63.0,15576,0,5,7,1,1,0,0,1,4,1,8,6,0,1,308,0,2520,2.0,177000,93
408,408,109.0,14154,0,5,5,1,1,2,0,1,3,1,9,6,1,3,947,0,3235,2.5,280000,1
409,409,85.0,10800,0,5,5,1,1,2,0,1,3,1,8,6,1,3,836,0,3112,3.5,339750,1
410,410,68.0,9571,0,2,3,1,1,1,4,1,3,1,5,4,0,1,350,0,2552,1.0,60000,51
411,411,100.0,34650,1,2,5,3,1,1,4,0,3,1,5,6,0,2,572,0,2112,2.0,145000,51
412,412,60.0,4403,0,2,5,1,1,2,0,1,2,1,7,6,1,2,484,0,2948,3.5,222000,1
413,413,56.0,8960,0,2,6,1,1,1,2,1,2,1,5,6,1,2,360,0,2036,1.0,115000,83
414,414,59.0,11228,0,5,5,1,1,2,0,1,3,1,9,6,1,3,678,0,3177,3.0,228000,15
415,415,73.0,8899,0,2,5,1,1,2,0,1,3,1,6,6,0,2,396,0,2680,2.0,181134,0
416,416,74.0,7844,0,5,7,3,1,1,4,1,3,1,6,6,1,2,440,0,2072,1.5,149500,28
417,417,86.0,22420,0,5,6,3,1,0,4,0,4,1,10,6,1,3,864,0,3994,3.5,239000,89
418,418,60.0,8160,0,0,6,1,1,0,1,0,3,1,7,6,0,1,240,0,1890,2.5,126000,67
419,419,65.0,8450,0,2,6,1,1,1,0,1,3,1,6,6,1,1,304,0,2112,2.0,142000,42
420,420,78.0,7060,2,6,5,1,1,2,0,1,2,2,8,6,0,4,784,0,2688,4.0,206300,11
421,421,60.0,16635,0,2,7,1,1,1,2,1,3,1,8,6,1,2,529,0,3204,2.5,215000,32
422,422,100.0,21750,0,2,5,3,1,1,0,1,2,1,4,6,0,2,520,0,1976,1.0,113000,54
423,423,80.0,9200,0,5,5,1,1,2,2,1,4,1,8,6,1,3,696,0,4100,3.5,315000,10
424,424,72.0,9000,0,2,5,1,1,1,2,1,2,1,6,6,1,1,297,0,2392,2.0,139000,52
425,425,60.0,3378,0,5,8,1,1,1,2,1,3,1,6,6,2,1,240,0,2040,1.5,135000,63
426,426,60.0,12800,0,7,5,1,1,2,2,1,2,1,5,6,1,2,569,0,3162,3.5,275000,20
427,427,77.0,8593,0,2,6,3,1,1,0,1,3,1,5,6,0,1,352,0,1814,1.0,109008,51
428,428,64.0,6762,0,2,5,1,1,2,0,1,2,1,6,6,0,2,628,0,2416,3.0,195400,0
429,429,130.0,11457,0,2,5,1,1,1,4,1,3,1,6,6,1,2,576,0,2804,3.0,175000,21
430,430,21.0,1680,3,5,5,1,1,1,4,1,2,1,4,6,0,1,264,0,1470,1.5,85400,37
431,431,60.0,5586,0,0,7,1,1,0,2,1,4,1,7,6,0,0,0,0,2099,1.0,79900,88
432,432,24.0,1920,4,5,5,1,1,1,0,1,2,1,6,2,0,2,440,0,2130,2.5,122500,36
433,433,100.0,10839,0,5,5,1,1,2,0,1,3,1,7,6,1,2,470,0,2530,2.5,181000,11
434,434,21.0,1890,3,6,7,1,1,1,2,1,1,1,3,6,0,0,0,0,1260,2.0,81000,36
435,435,43.0,10667,0,5,6,1,1,2,0,1,3,1,6,6,1,2,550,0,2460,3.5,212000,13
436,436,40.0,4400,0,0,8,1,1,0,4,1,2,1,6,6,0,2,440,0,1766,1.0,116000,86
437,437,50.0,6000,0,1,7,1,1,2,2,1,2,1,4,6,0,1,180,0,1788,1.0,119000,83
438,438,40.0,4280,0,2,6,1,1,2,4,0,2,1,4,6,1,1,352,0,1134,1.0,90350,94
439,439,67.0,12354,0,0,8,1,1,0,2,1,3,1,7,6,0,2,528,0,1880,1.0,110000,89
440,440,105.0,15431,0,2,5,3,1,2,0,1,2,1,10,6,2,3,672,0,5496,3.0,555000,1
441,441,92.0,12108,2,2,4,1,1,1,4,0,4,2,8,6,0,0,0,0,2880,2.0,118000,53
442,442,52.0,6240,0,0,7,1,1,2,4,1,3,1,8,6,1,2,360,0,2651,2.0,162900,78
443,443,53.0,3922,4,2,5,1,1,2,0,1,2,1,6,6,1,3,648,0,2516,2.0,172500,1
444,444,70.0,8750,0,5,5,1,1,2,0,1,4,1,8,6,1,2,493,0,2823,3.5,210000,14
445,445,73.0,9855,0,2,5,3,1,1,1,1,3,1,7,6,1,2,480,0,3125,1.0,127500,53
446,446,137.0,16492,0,2,6,1,1,1,0,1,2,1,6,4,1,2,578,0,3405,2.5,190000,44
447,447,60.0,11214,0,5,5,1,1,2,2,1,4,1,10,6,1,2,431,0,2816,2.5,199900,8
448,448,50.0,8600,0,0,6,1,1,0,4,1,3,1,7,6,1,1,198,0,2156,2.0,119500,69
449,449,50.0,6000,0,0,7,1,1,1,0,1,2,1,6,6,0,1,308,0,1832,1.5,120000,59
450,450,70.0,5684,0,2,8,3,1,0,0,1,2,1,5,6,0,1,270,0,1626,1.0,110000,76
451,451,62.0,70761,0,2,5,1,7,1,4,1,2,1,5,6,2,2,576,0,3066,3.0,280000,31
452,452,60.0,9303,0,5,5,3,1,2,0,1,3,1,7,6,0,2,422,0,2628,3.5,204000,11
453,453,75.0,9000,0,5,5,1,1,2,0,1,3,1,6,6,0,2,676,0,2358,2.5,210000,1
454,454,63.0,9297,2,2,5,1,1,1,4,1,4,2,8,6,0,2,560,0,3456,4.0,188000,30
455,455,80.0,9600,0,2,6,3,1,1,1,1,3,1,6,6,1,2,528,0,2484,1.5,175500,34
456,456,34.0,4571,0,5,5,1,1,0,1,0,4,1,7,6,0,3,513,0,1968,1.0,98000,92
457,457,60.0,53227,0,2,6,0,5,1,0,1,2,1,6,2,2,2,529,0,3027,2.0,256000,54
458,458,60.0,5100,0,5,7,3,1,2,1,1,3,1,7,6,1,1,228,0,2254,1.0,161000,83
459,459,60.0,7015,0,0,4,1,1,1,4,1,3,1,5,6,1,1,352,0,1912,2.0,110000,59
460,460,75.0,8004,0,5,5,1,1,2,0,1,3,1,8,6,0,2,552,0,2767,3.5,263435,0
461,461,60.0,7200,0,5,9,1,1,2,0,1,3,1,6,6,0,2,576,0,1695,2.0,155000,73
462,462,60.0,8281,0,2,5,1,1,1,2,1,3,1,5,6,1,1,360,0,1728,1.0,62383,44
463,463,74.0,11988,0,5,7,3,1,1,1,1,3,1,6,6,1,1,240,0,2375,1.5,188700,74
464,464,60.0,8430,0,2,5,1,1,1,4,1,3,1,5,6,0,0,0,0,2080,2.0,124000,31
465,465,60.0,3072,4,2,5,3,1,2,0,1,2,1,6,6,1,2,398,0,2789,2.0,178740,2
466,466,85.0,10628,0,2,5,0,5,1,4,1,2,1,5,6,1,2,526,0,2554,2.0,167000,37
467,467,79.0,9480,0,5,7,1,1,1,0,1,3,1,7,6,2,1,312,0,2372,1.5,146500,65
468,468,98.0,11428,0,2,5,1,1,2,0,1,3,1,7,6,1,3,866,0,3260,2.0,250000,1
469,469,76.0,9291,0,5,5,1,1,2,0,1,3,1,7,6,0,2,506,0,2542,2.5,187000,15
470,470,60.0,6820,4,2,5,1,1,2,4,1,1,1,4,6,0,2,528,0,2990,2.5,212000,25
471,471,92.0,11952,0,5,6,4,6,1,4,1,3,1,8,6,1,2,534,0,2777,2.5,190000,30
472,472,35.0,3675,4,7,5,1,1,2,0,1,2,1,5,6,0,2,525,0,1619,2.0,148000,3
473,473,110.0,14977,0,2,5,1,1,2,0,1,2,1,7,6,1,3,908,0,3952,3.0,440000,1
474,474,41.0,5330,4,2,5,1,1,2,0,1,2,1,6,6,0,2,499,0,3146,3.0,251000,7
475,475,80.0,8480,0,2,6,3,1,1,4,1,2,1,5,6,0,2,624,0,1940,2.0,132500,44
476,476,75.0,13125,0,2,5,1,1,2,0,1,3,1,7,6,1,2,508,0,2971,3.0,208900,11
477,477,105.0,13693,0,5,5,3,1,2,0,1,3,1,9,6,1,3,694,0,4796,2.5,380000,1
478,478,79.0,10637,0,2,5,3,1,2,0,1,3,1,7,6,1,3,826,0,3423,3.0,297000,2
479,479,50.0,5925,0,2,7,3,1,0,4,1,2,1,7,6,0,2,672,0,2038,1.0,89471,70
480,480,98.0,16033,0,2,5,3,1,2,0,1,3,1,8,6,1,3,772,0,3683,3.0,326000,2
481,481,72.0,11846,0,2,5,3,1,2,0,1,2,1,6,6,1,3,874,0,3584,3.0,374000,3
482,482,50.0,2500,0,5,8,1,1,2,0,1,4,1,7,3,1,1,164,0,2736,2.5,155000,94
483,483,32.0,4500,3,2,5,3,1,2,0,1,2,1,5,6,0,2,402,0,2432,3.0,164000,8
484,484,60.0,7758,0,2,7,1,1,1,2,1,3,1,6,6,0,1,264,0,1998,2.0,132500,45
485,485,80.0,9600,0,2,7,1,1,1,2,1,3,1,5,6,1,1,264,0,2226,1.0,147000,59
486,486,79.0,10289,0,2,7,3,1,1,4,1,3,1,6,6,0,2,515,0,2146,2.5,156000,42
487,487,70.0,12243,0,2,6,1,1,1,2,1,3,1,7,6,1,2,487,0,2968,2.0,175000,36
488,488,60.0,10800,1,0,4,1,1,1,4,0,3,2,10,4,1,2,520,0,3368,2.0,160000,106
489,489,21.0,1526,3,6,8,1,1,1,4,1,1,1,3,6,0,1,286,0,1260,2.0,86000,39
490,490,60.0,2665,4,5,6,1,1,2,4,1,3,1,4,6,1,1,336,0,1568,1.5,115000,32
491,491,79.0,9490,0,0,7,1,1,1,4,1,3,1,5,6,2,1,240,0,2384,2.0,133000,65
492,492,105.0,15578,0,5,5,1,1,2,2,1,3,1,8,6,0,2,429,0,2184,2.5,172785,0
493,493,70.0,7931,0,2,6,1,1,1,4,1,3,1,6,6,1,1,308,0,2538,1.5,155000,48
494,494,50.0,5784,0,2,8,1,1,0,2,1,2,1,4,6,0,1,273,0,1076,1.0,91300,71
495,495,60.0,7879,0,2,5,1,1,1,4,0,2,1,4,6,0,0,0,0,1440,1.0,34900,89
496,496,60.0,12692,0,2,5,3,1,2,0,1,4,1,10,6,1,2,546,0,6428,4.0,430000,15
497,497,60.0,9120,0,0,6,1,1,2,0,1,4,1,8,6,0,1,240,0,2846,3.0,184000,83
498,498,65.0,7800,0,2,7,3,1,2,0,1,3,1,5,6,0,1,288,0,1763,1.0,130000,42
