,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF,TotalBathSum,SalePrice
364,60,3,60.0,18800,1,0,3,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,1,3,4,2,2,3,2,2,5,4,1,3,1,3,6,6,1,4,1,0,2,566,4,2,0,7,2006,4,2370,3,111,3.5,190000
365,70,4,59.0,10690,1,3,3,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,2,2,3,2,1,3,0,3,4,5,2,1,3,1,3,6,6,0,2,5,2,1,468,1,2,0,7,2009,4,2016,1,346,1.0,147000
366,20,3,60.0,9500,1,0,3,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,1,3,4,1,2,3,3,1,5,2,1,3,1,3,6,6,2,2,1,1,2,514,4,2,0,7,2009,4,2788,2,261,2.5,159000
367,80,3,101.0,9150,1,0,3,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,1,3,4,1,2,3,1,2,5,2,1,3,1,3,6,6,1,2,2,1,1,296,4,2,0,12,2008,4,2530,1,110,1.5,165000
368,20,3,78.0,7800,1,3,3,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,1,3,4,2,3,3,3,3,5,2,1,2,1,3,7,6,1,2,1,0,1,244,4,2,0,3,2010,4,2536,1,98,1.0,132000
369,20,3,60.0,9830,1,0,3,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,2,2,3,2,1,3,3,3,0,4,0,1,3,1,2,7,6,1,2,5,0,2,576,4,2,0,3,2010,4,2350,1,199,2.0,162000
370,60,3,60.0,8121,1,0,3,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,2,3,4,2,2,3,3,5,5,0,1,3,1,3,7,6,1,4,1,1,2,460,4,2,0,1,2006,4,2617,3,40,2.5,172400
371,50,3,80.0,17120,1,3,3,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,2,2,3,4,1,3,3,3,5,5,4,1,4,1,3,7,3,1,2,5,0,2,680,4,0,0,7,2008,4,1588,2,59,2.0,134432
372,120,3,50.0,7175,1,3,3,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,2,2,3,4,1,2,3,3,0,3,4,1,2,1,3,4,6,0,2,1,2,1,264,4,2,0,2,2010,4,1496,1,90,2.0,125000
373,20,3,79.0,10634,1,3,3,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,2,3,4,2,3,3,3,1,3,4,1,3,1,3,5,3,0,2,1,2,1,270,4,2,0,11,2009,4,1927,1,0,2.0,123000
374,60,3,65.0,8200,1,3,3,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,2,2,4,2,2,3,3,5,5,0,1,4,1,2,8,6,1,2,3,0,2,434,4,2,0,7,2007,4,2775,3,48,2.5,219500
375,30,3,60.0,10020,1,0,2,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,2,2,1,1,0,1,2,1,1,5,2,0,1,1,1,4,0,0,2,1,2,0,0,4,2,0,3,2009,4,1587,1,0,1.5,61000
376,85,3,57.0,8846,1,0,3,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,2,2,4,2,2,3,0,2,5,0,1,2,1,3,5,6,0,2,5,2,2,576,4,2,0,7,2006,4,1784,1,0,1.0,148000
377,60,1,102.0,11143,1,0,3,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,2,2,4,2,2,3,3,5,5,0,1,4,1,2,8,6,1,2,1,1,2,610,4,2,0,12,2007,4,4046,3,214,3.0,340000
378,20,3,88.0,11394,1,3,3,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,3,2,4,2,0,3,0,2,5,0,1,1,1,0,8,6,1,0,1,0,3,834,4,2,0,6,2010,5,3712,2,0,2.5,394432
379,60,3,60.0,8123,1,0,3,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,1,3,4,2,2,3,3,5,5,0,1,3,1,3,7,6,1,4,1,0,2,463,4,2,0,6,2009,4,2782,3,63,2.5,179000
380,50,3,50.0,5000,1,3,3,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,2,2,3,4,0,3,3,3,3,5,4,1,3,1,2,6,6,1,2,5,2,1,308,4,2,0,5,2010,4,2717,2,242,2.0,127000
381,20,1,60.0,7200,1,3,3,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,2,2,4,2,2,1,3,5,5,0,1,2,1,2,5,6,1,2,1,1,2,572,4,2,0,8,2006,5,2594,2,121,3.0,187750
382,60,3,79.0,9245,1,0,3,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,2,2,4,2,2,3,0,5,5,0,1,3,1,2,8,6,0,2,1,1,2,639,4,2,0,4,2007,4,2736,3,53,2.5,213500
383,45,2,60.0,9000,1,3,3,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,2,2,3,4,0,1,0,3,5,5,4,0,2,1,3,5,6,0,2,5,2,2,360,1,0,0,10,2009,4,1568,1,91,1.0,76000
384,60,3,60.0,53107,1,1,2,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,2,2,4,2,2,3,0,2,5,0,1,3,1,2,9,6,2,1,1,0,2,501,4,2,0,6,2007,4,3533,3,231,3.5,240000
385,120,3,43.0,3182,1,3,3,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,1,2,4,2,2,3,3,2,5,0,1,2,1,2,6,6,1,4,1,0,2,430,4,2,0,4,2010,4,2525,2,164,2.0,192000
386,50,3,58.0,8410,1,3,3,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,2,2,3,1,2,3,3,3,5,5,4,1,5,1,3,8,6,0,2,1,2,0,0,4,0,0,5,2006,1,1842,1,151,1.0,81000
387,80,3,72.0,7200,1,3,3,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,1,3,4,1,3,3,0,0,5,0,1,3,1,3,6,6,1,1,5,2,1,352,4,2,0,10,2009,0,2166,1,0,2.0,125000
388,20,3,93.0,9382,1,0,3,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,1,2,4,2,2,3,3,5,5,0,1,3,1,2,6,6,0,2,1,1,2,577,4,2,0,7,2008,4,2947,2,25,2.0,191000
389,60,3,96.0,12474,1,3,3,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,3,3,0,4,2,0,3,0,2,5,0,1,3,1,0,9,6,1,0,3,0,3,846,4,2,0,8,2008,5,4014,3,134,3.5,426000
390,50,3,50.0,8405,1,3,3,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,2,2,3,4,0,3,1,3,4,1,0,1,4,1,3,7,6,0,2,5,2,1,384,4,2,0,4,2008,4,2228,1,242,2.0,119000
391,60,3,71.0,12209,1,0,3,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,2,2,3,4,2,0,3,3,0,5,0,1,3,1,2,7,6,1,4,3,0,2,560,4,2,0,6,2009,4,2765,3,192,3.5,215000
392,20,3,60.0,8339,1,0,3,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,2,2,3,4,3,3,3,3,5,5,4,1,3,1,3,5,6,0,2,1,1,1,294,4,2,0,7,2007,4,882,1,0,1.0,106500
393,30,3,60.0,7446,1,3,3,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,2,2,3,4,1,3,3,3,4,5,4,1,2,1,3,4,6,2,4,1,2,0,0,4,2,0,4,2006,0,1576,1,0,1.0,100000
394,50,3,60.0,10134,1,3,3,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,2,2,3,4,1,3,3,3,5,5,2,1,2,1,3,5,6,0,2,5,2,1,240,4,2,0,7,2007,4,1769,1,39,1.0,109000
395,20,3,68.0,9571,1,3,3,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,2,2,3,4,1,3,3,0,1,5,4,1,3,1,3,6,6,0,2,1,2,1,596,4,2,0,6,2010,4,2288,1,0,2.0,129000
396,20,3,60.0,7200,1,3,2,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,2,2,3,4,1,3,3,0,4,5,4,1,2,1,3,6,6,0,2,5,1,2,600,4,2,0,9,2009,4,1788,1,0,1.0,123000
397,60,3,69.0,7590,1,3,3,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,1,3,4,1,3,3,3,0,5,4,1,4,1,3,8,6,1,4,1,1,1,264,4,2,0,7,2007,4,2676,2,168,2.0,169500
398,30,4,60.0,8967,1,3,3,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,2,2,3,1,0,1,2,3,5,5,2,1,2,1,3,6,1,0,2,5,2,1,338,3,0,0,11,2007,0,2038,1,0,1.0,67000
399,60,1,65.0,8125,1,3,3,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,3,3,2,4,2,2,3,3,2,5,0,1,2,1,2,7,6,0,2,1,0,2,438,4,2,0,10,2009,4,2642,2,168,3.0,241000
400,120,3,38.0,14963,1,1,3,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,2,2,4,2,2,3,3,2,5,0,1,1,1,0,4,6,2,2,1,0,2,500,4,2,0,12,2008,4,2548,2,254,2.5,245500
401,20,3,65.0,8767,1,0,3,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,2,2,4,2,2,3,0,2,5,0,1,3,1,2,6,6,1,2,1,0,2,400,4,2,0,7,2006,5,2620,2,0,2.0,164990
402,30,3,60.0,10200,1,3,3,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,2,2,3,4,2,3,3,3,5,5,0,1,2,1,3,4,6,0,2,5,2,1,240,4,0,0,8,2008,4,1344,1,0,1.0,108000
403,60,3,93.0,12090,1,3,3,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,1,2,4,2,2,3,3,5,5,2,1,4,1,2,10,6,1,4,3,0,2,420,4,2,0,7,2006,0,3404,3,123,2.5,258000
404,60,3,60.0,10364,1,0,3,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,2,2,3,4,2,2,3,3,5,5,2,1,3,1,3,7,6,1,4,3,0,2,373,4,2,0,5,2007,4,2378,3,40,2.5,168000
405,20,3,60.0,9991,1,0,3,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,2,2,3,4,1,3,3,3,1,5,0,1,3,1,3,8,2,1,4,1,2,2,490,4,2,0,6,2009,4,2901,2,78,3.0,150000
406,50,3,51.0,10480,1,3,3,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,2,2,3,4,0,3,3,3,5,5,0,1,3,1,3,6,1,0,2,5,2,1,240,4,2,0,3,2008,4,2230,1,0,1.0,115000
407,70,3,63.0,15576,1,3,3,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,2,2,3,4,0,2,3,3,5,5,0,1,4,1,3,8,6,0,2,1,2,1,308,4,2,0,3,2008,4,2520,2,160,2.0,177000
408,60,3,109.0,14154,1,3,3,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,1,1,2,4,2,0,1,3,5,5,0,1,3,1,2,9,6,1,2,1,1,3,947,4,2,0,8,2007,5,3235,3,62,2.5,280000
409,60,1,85.0,10800,1,3,3,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,3,3,2,4,2,0,3,3,2,5,0,1,3,1,0,8,6,1,2,1,0,3,836,4,2,0,4,2008,5,3112,3,102,3.5,339750
410,20,3,68.0,9571,1,3,3,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,2,2,3,1,1,3,0,3,5,5,4,1,3,1,3,5,4,0,2,1,2,1,350,4,2,0,6,2009,0,2552,1,0,1.0,60000
411,190,3,100.0,34650,1,3,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,2,2,3,4,1,3,3,2,4,5,4,0,3,1,3,5,6,0,2,1,0,2,572,4,2,0,1,2006,4,2112,1,0,2.0,145000
412,20,1,60.0,4403,1,1,3,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,3,3,0,4,2,0,3,0,2,5,0,1,2,1,2,7,6,1,2,1,0,2,484,4,2,0,6,2010,5,2948,3,144,3.5,222000
413,30,4,56.0,8960,1,3,3,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,2,2,3,4,1,3,3,3,5,5,2,1,2,1,3,5,6,1,2,5,2,2,360,4,2,0,3,2010,4,2036,1,130,1.0,115000
414,60,3,59.0,11228,1,1,3,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,2,2,2,4,2,2,3,3,1,2,0,1,3,1,2,9,6,1,4,1,2,3,678,4,2,0,12,2008,4,3177,3,187,3.0,228000
415,20,3,73.0,8899,1,0,3,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,2,2,2,4,2,2,3,0,2,5,0,1,3,1,2,6,6,0,2,1,0,2,396,4,2,0,8,2007,5,2680,2,30,2.0,181134
416,60,3,74.0,7844,1,3,3,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,1,1,3,4,1,3,3,3,0,5,4,1,3,1,3,6,6,1,4,1,0,2,440,4,2,0,3,2006,4,2072,2,0,1.5,149500
417,70,3,86.0,22420,1,0,3,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,2,2,3,4,0,2,3,3,1,5,4,0,4,1,3,10,6,1,2,5,2,3,864,4,0,0,11,2007,4,3994,3,0,3.5,239000
418,50,3,60.0,8160,1,3,3,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,2,2,3,4,0,3,3,3,0,5,1,0,3,1,3,7,6,0,2,5,2,1,240,4,1,0,4,2007,1,1890,2,0,2.5,126000
419,20,3,65.0,8450,1,3,3,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,2,2,3,4,1,3,3,3,1,5,0,1,3,1,3,6,6,1,1,1,2,1,304,4,2,0,7,2010,4,2112,1,269,2.0,142000
420,90,4,78.0,7060,1,3,3,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,1,1,3,2,2,2,1,1,2,5,0,1,2,2,3,8,6,0,2,1,0,4,784,4,2,0,11,2008,2,2688,2,0,4.0,206300
421,20,3,60.0,16635,1,0,3,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,3,3,2,4,1,2,3,3,0,5,2,1,3,1,2,8,6,1,4,1,0,2,529,4,2,0,6,2009,4,3204,2,0,2.5,215000
422,20,3,100.0,21750,1,3,1,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,2,2,3,4,1,3,3,3,5,5,0,1,2,1,3,4,6,0,2,1,1,2,520,4,0,0,2,2008,4,1976,1,0,1.0,113000
423,60,3,80.0,9200,1,3,3,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,1,2,4,2,2,3,3,2,5,2,1,4,1,2,8,6,1,4,1,0,3,696,4,2,0,6,2008,4,4100,3,66,3.5,315000
424,20,3,72.0,9000,1,3,3,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,1,1,3,4,1,2,3,3,3,5,2,1,2,1,3,6,6,1,2,1,1,1,297,4,2,0,5,2008,4,2392,1,44,2.0,139000
425,60,4,60.0,3378,1,3,1,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,2,2,3,2,1,3,3,3,5,5,2,1,3,1,3,6,6,2,2,5,2,1,240,4,1,0,9,2009,4,2040,2,126,1.5,135000
426,80,3,60.0,12800,1,3,2,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,1,1,2,4,2,2,3,1,2,5,2,1,2,1,2,5,6,1,4,1,0,2,569,4,2,0,8,2009,4,3162,2,396,3.5,275000
427,20,3,77.0,8593,1,0,3,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,2,2,3,4,1,3,3,3,4,5,0,1,3,1,3,5,6,0,2,5,2,1,352,4,2,0,7,2008,4,1814,1,0,1.0,109008
428,20,3,64.0,6762,1,3,3,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,1,1,2,4,2,2,3,3,2,5,0,1,2,1,2,6,6,0,2,1,1,2,628,4,2,0,9,2007,5,2416,2,54,3.0,195400
429,20,3,130.0,11457,1,0,3,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,2,2,3,4,1,2,3,2,2,5,4,1,3,1,2,6,6,1,4,1,2,2,576,4,2,0,3,2009,4,2804,2,169,3.0,175000
430,160,4,21.0,1680,1,3,3,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,1,1,3,4,1,3,3,3,0,5,4,1,2,1,3,4,6,0,2,5,2,1,264,4,2,0,7,2008,0,1470,2,0,1.5,85400
431,50,4,60.0,5586,1,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,2,2,3,4,0,3,3,3,5,5,2,1,4,1,3,7,6,0,2,1,2,0,0,4,0,0,9,2008,0,2099,1,98,1.0,79900
432,160,4,24.0,1920,1,3,3,4,0,2,2,2,4,5,5,5,1971,1971,1,1,6,6,1,1,3,4,1,3,3,3,0,5,0,1,2,1,3,6,2,0,2,5,2,2,440,4,2,0,8,2007,4,2130,2,36,2.5,122500
433,60,3,100.0,10839,1,0,3,0,0,8,2,2,0,5,6,5,1997,1998,1,1,12,13,2,2,3,4,2,2,3,3,5,5,0,1,3,1,3,7,6,1,4,1,0,2,470,4,2,0,7,2008,4,2530,3,36,2.5,181000
434,180,4,21.0,1890,1,3,3,4,0,10,2,2,3,6,4,7,1972,1972,1,1,5,5,2,2,3,2,1,2,3,0,0,5,2,1,1,1,3,3,6,0,2,1,2,0,0,4,2,0,6,2008,4,1260,1,0,2.0,81000
435,60,3,43.0,10667,1,1,3,1,0,5,4,2,0,5,7,6,1996,1996,1,1,12,13,2,2,2,4,2,2,3,0,2,0,0,1,3,1,2,6,6,1,4,1,1,2,550,4,2,0,4,2009,4,2460,3,61,3.5,212000
436,50,4,40.0,4400,1,3,3,4,0,17,2,2,0,0,6,8,1920,1950,1,1,11,12,2,2,3,4,0,1,3,3,5,5,4,1,2,1,3,6,6,0,2,5,2,2,440,4,2,0,10,2006,4,1766,1,0,1.0,116000
437,45,4,50.0,6000,1,3,3,4,0,3,2,2,0,1,6,7,1926,2004,1,1,13,14,2,2,2,4,2,3,3,3,5,5,2,1,2,1,3,4,6,0,2,5,2,1,180,4,2,0,1,2009,4,1788,1,105,1.0,119000
438,30,3,40.0,4280,1,3,3,4,0,6,2,2,0,2,5,6,1913,2002,1,1,14,12,2,2,3,4,2,3,3,3,3,5,4,0,2,1,2,4,6,1,2,5,2,1,352,4,1,0,3,2007,4,1134,1,34,1.0,90350
439,50,3,67.0,12354,1,3,3,0,0,7,2,2,0,0,6,8,1920,2000,1,1,13,14,2,2,3,4,0,3,0,2,5,5,2,1,3,1,2,7,6,0,2,5,2,2,528,4,2,0,8,2009,4,1880,1,46,1.0,110000
440,20,3,105.0,15431,1,3,3,4,0,16,2,2,0,2,10,5,2008,2008,3,1,12,13,3,3,0,4,2,0,3,1,2,0,0,1,2,1,0,10,6,2,2,1,0,3,672,4,2,0,4,2009,4,5496,2,242,3.0,555000
441,90,3,92.0,12108,1,3,3,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,1,1,3,4,1,3,3,3,0,5,4,0,4,2,1,8,6,0,2,1,2,0,0,4,2,0,9,2008,4,2880,2,0,2.0,118000
442,50,4,52.0,6240,1,3,3,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,2,2,3,4,2,3,3,3,5,5,4,1,3,1,3,8,6,1,2,5,2,2,360,4,1,0,6,2008,4,2651,2,0,2.0,162900
443,120,3,53.0,3922,1,3,3,4,0,0,2,2,4,2,7,5,2006,2007,1,1,14,15,1,1,2,4,2,0,3,0,5,5,0,1,2,1,2,6,6,1,2,1,0,3,648,4,2,0,6,2007,5,2516,2,16,2.0,172500
444,60,3,70.0,8750,1,3,3,4,0,5,2,2,0,5,7,5,1994,1995,1,1,12,13,2,2,2,2,2,2,3,3,2,5,0,1,4,1,2,8,6,1,4,1,2,2,493,4,2,0,7,2008,4,2823,3,133,3.5,210000
445,20,3,73.0,9855,1,3,3,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,2,2,3,4,1,3,3,3,5,5,1,1,3,1,3,7,6,1,2,1,2,2,480,4,2,0,11,2009,4,3125,1,0,1.0,127500
446,20,3,137.0,16492,1,0,3,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,2,2,2,4,1,3,3,3,0,4,0,1,2,1,2,6,4,1,2,1,0,2,578,4,2,0,6,2010,4,3405,3,0,2.5,190000
447,60,3,60.0,11214,1,0,3,0,0,8,2,2,0,5,7,5,1998,1999,1,1,12,13,2,2,2,4,2,2,3,3,5,5,2,1,4,1,2,10,6,1,4,1,0,2,431,4,2,0,7,2006,4,2816,3,0,2.5,199900
448,50,4,50.0,8600,1,3,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,8,8,2,2,3,4,0,3,3,3,5,5,4,1,3,1,3,7,6,1,2,5,2,1,198,4,0,0,6,2006,4,2156,2,0,2.0,119500
449,50,4,50.0,6000,1,3,3,4,0,17,2,2,0,0,3,7,1948,2002,1,1,8,8,2,2,3,2,1,3,3,3,0,5,0,1,2,1,3,6,6,0,2,5,2,1,308,4,2,0,6,2007,4,1832,2,176,1.5,120000
450,30,4,70.0,5684,1,3,3,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,2,2,3,4,0,3,3,3,5,5,0,1,2,1,2,5,6,0,2,5,2,1,270,1,0,0,6,2006,4,1626,1,113,1.0,110000
451,20,3,62.0,70761,1,0,2,4,1,4,2,2,0,2,7,5,1975,1975,1,7,9,10,2,2,3,4,1,2,3,1,0,5,4,1,2,1,2,5,6,2,4,1,2,2,576,4,2,0,12,2006,4,3066,2,54,3.0,280000
452,60,3,60.0,9303,1,0,3,0,0,23,2,2,0,5,6,5,1996,1997,3,1,12,13,1,1,2,4,2,0,3,3,0,5,0,1,3,1,3,7,6,0,2,1,0,2,422,4,2,0,7,2007,4,2628,3,122,3.5,204000
453,60,1,75.0,9000,1,3,3,4,0,21,2,2,0,5,8,5,2008,2008,1,1,12,13,2,2,2,4,2,2,3,3,5,5,0,1,3,1,2,6,6,0,2,1,1,2,676,4,2,0,6,2009,4,2358,3,30,2.5,210000
454,90,3,63.0,9297,1,3,3,4,0,11,2,2,2,2,5,5,1976,1976,1,1,9,10,2,2,3,4,1,3,3,3,0,5,4,1,4,2,3,8,6,0,2,5,2,2,560,4,2,0,7,2006,3,3456,2,0,4.0,188000
455,20,3,80.0,9600,1,3,3,4,0,14,2,2,0,2,7,6,1973,1973,3,1,6,6,1,1,3,4,1,3,3,3,0,5,1,1,3,1,3,6,6,1,4,1,2,2,528,4,2,0,9,2007,4,2484,2,0,1.5,175500
456,70,4,34.0,4571,1,3,3,4,0,17,2,2,0,5,5,5,1916,1950,1,1,0,0,2,2,3,4,0,3,3,3,5,5,1,0,4,1,3,7,6,0,2,5,2,3,513,1,2,0,5,2008,0,1968,1,96,1.0,98000
457,20,3,60.0,53227,1,0,2,1,1,4,2,2,0,2,4,6,1954,1994,0,5,9,10,2,2,3,4,1,2,3,1,1,5,0,1,2,1,2,6,2,2,2,1,0,2,529,4,2,0,3,2008,4,3027,1,137,2.0,256000
458,70,4,60.0,5100,1,3,3,4,0,17,2,2,0,5,8,7,1925,1996,3,1,11,15,2,2,3,2,2,3,3,3,5,5,1,1,3,1,2,7,6,1,2,5,2,1,228,4,2,0,6,2008,4,2254,1,63,1.0,161000
459,50,3,60.0,7015,1,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,1,8,8,0,0,3,4,1,3,3,3,3,5,4,1,3,1,2,5,6,1,4,5,2,1,352,4,2,0,7,2009,4,1912,1,248,2.0,110000
460,60,1,75.0,8004,1,0,3,4,0,21,6,2,0,5,8,5,2009,2009,1,1,12,13,3,3,2,4,2,2,3,3,2,5,0,1,3,1,3,8,6,0,2,3,0,2,552,4,2,0,12,2009,5,2767,3,150,3.5,263435
461,70,3,60.0,7200,1,3,3,4,0,18,1,2,0,5,7,9,1936,2007,1,1,13,14,2,2,2,2,2,2,1,3,0,1,0,1,3,1,2,6,6,0,2,5,1,2,576,4,2,0,4,2009,4,1695,1,0,2.0,155000
462,20,3,60.0,8281,1,0,3,4,0,19,2,2,0,2,5,5,1965,1965,1,1,8,8,2,2,3,4,1,3,3,3,4,1,2,1,3,1,3,5,6,1,3,5,2,1,360,4,2,0,12,2009,4,1728,1,236,1.0,62383
463,70,3,74.0,11988,1,0,1,4,1,6,2,2,0,5,6,7,1934,1995,3,1,11,12,2,2,3,4,1,3,3,3,3,5,1,1,3,1,3,6,6,1,2,5,2,1,240,4,2,0,8,2008,4,2375,2,0,1.5,188700
464,20,3,60.0,8430,1,3,1,4,1,5,2,2,0,2,5,5,1978,1978,1,1,6,6,1,1,3,4,1,2,3,3,4,5,4,1,3,1,3,5,6,0,2,1,2,0,0,4,2,0,8,2009,4,2080,2,0,2.0,124000
465,120,4,60.0,3072,1,3,3,4,0,0,2,2,4,2,7,5,2004,2004,3,1,12,13,1,1,2,4,2,2,3,3,5,5,0,1,2,1,2,6,6,1,4,1,0,2,398,4,2,0,5,2006,4,2789,2,20,2.0,178740
466,20,3,85.0,10628,1,3,3,4,0,12,2,2,0,2,7,5,1970,1970,0,5,9,10,2,2,3,2,1,3,1,1,2,5,4,1,2,1,3,5,6,1,3,1,2,2,526,4,2,0,4,2007,4,2554,1,176,2.0,167000
467,70,3,79.0,9480,1,3,3,4,0,12,0,2,0,5,5,7,1942,1995,1,1,8,8,3,3,3,4,1,3,3,3,3,5,0,1,3,1,2,7,6,2,2,1,2,1,312,4,2,0,6,2007,4,2372,2,0,1.5,146500
468,20,3,98.0,11428,1,0,3,4,0,16,2,2,0,2,8,5,2006,2006,1,1,12,13,3,3,2,4,2,2,3,3,5,5,0,1,3,1,2,7,6,1,2,1,1,3,866,4,2,0,5,2007,4,3260,2,44,2.0,250000
469,60,3,76.0,9291,1,0,3,0,0,20,7,2,0,5,6,5,1993,1993,1,1,6,6,1,1,2,4,2,2,3,3,2,5,0,1,3,1,2,7,6,0,2,1,1,2,506,4,2,0,6,2008,4,2542,3,70,2.5,187000
470,120,3,60.0,6820,1,0,3,0,0,22,2,2,4,2,8,5,1985,1985,1,1,6,6,2,2,2,4,2,2,3,0,2,1,4,1,1,1,2,4,6,0,2,1,1,2,528,4,2,0,6,2010,4,2990,2,194,2.5,212000
471,60,3,92.0,11952,1,3,3,4,0,14,3,2,0,5,7,6,1977,1977,4,6,14,10,2,2,3,4,1,2,3,3,5,5,4,1,3,1,3,8,6,1,2,1,1,2,534,4,2,0,11,2007,4,2777,3,276,2.5,190000
472,180,4,35.0,3675,1,3,3,4,0,7,2,2,4,7,6,5,2005,2005,1,1,12,13,1,1,3,4,2,2,3,1,2,5,0,1,2,1,3,5,6,0,2,2,1,2,525,4,2,0,6,2008,4,1619,1,28,2.0,148000
