,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF,TotalBathSum,SalePrice
340,60,RL,85.0,14191,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,0,Gd,Attchd,Fin,2,431,TA,Y,0,4,2010,Normal,2875,3,0,2.5,202900
341,20,RH,60.0,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,Gd,Y,2,1,TA,4,Typ,0,Gd,CarPort,Unf,1,294,TA,N,0,9,2009,Normal,1562,1,24,1.0,82000
342,90,RL,60.0,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,Fa,N,2,2,TA,6,Typ,0,Gd,Detchd,Unf,2,400,TA,Y,0,5,2006,Normal,1040,2,0,2.0,87500
343,120,RL,63.0,8849,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,Ex,6,Typ,1,Ex,Attchd,RFn,2,564,TA,Y,0,7,2008,Normal,3368,2,72,2.0,266000
344,160,RM,36.0,2592,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,None,TA,TA,CBlock,Gd,TA,No,Rec,BLQ,TA,Y,3,1,TA,4,Typ,0,Gd,Attchd,Unf,1,336,TA,Y,0,4,2010,Normal,1648,2,0,1.5,85000
345,50,RL,65.0,6435,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,3,1,Fa,6,Typ,1,Gd,Detchd,Unf,1,312,TA,Y,0,10,2006,Normal,2549,1,0,1.0,140200
346,20,RL,60.0,12772,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,TA,Y,2,1,TA,5,Typ,0,Gd,Attchd,RFn,1,301,TA,Y,0,4,2007,Normal,1916,1,0,1.0,151500
347,20,RL,60.0,17600,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,498,TA,Y,0,12,2009,Normal,2956,2,40,3.0,157500
348,160,RL,36.0,2448,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,0,Gd,BuiltIn,RFn,2,474,TA,Y,0,10,2008,Normal,2390,3,27,3.5,154000
349,60,RL,56.0,20431,Pave,IR2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,3,706,TA,Y,0,4,2006,Partial,4576,3,0,3.5,437154
350,120,RL,68.0,7820,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,617,TA,Y,0,12,2007,Partial,3738,2,54,2.0,318061
351,120,RL,60.0,5271,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2,445,TA,Y,0,12,2006,Abnorml,2906,2,264,2.5,190000
352,50,RL,60.0,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,TA,Fa,Mn,LwQ,Rec,TA,N,3,1,TA,5,Typ,0,Gd,Detchd,Unf,1,200,Fa,Y,0,3,2008,Normal,1727,1,0,1.5,95000
353,30,RM,60.0,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,2,484,TA,Y,0,5,2010,Normal,1344,1,0,1.0,105900
354,50,RL,60.0,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,2,1,TA,6,Typ,2,Gd,Attchd,Unf,1,240,TA,Y,0,6,2006,Normal,2535,1,108,1.0,140000
355,20,RL,105.0,11249,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,521,TA,Y,0,8,2007,Normal,2400,2,26,3.0,177500
356,20,RL,60.0,9248,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,400,TA,Y,0,7,2009,Normal,2325,2,26,3.0,173000
357,120,RM,44.0,4224,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,TA,Y,3,1,TA,6,Typ,1,Po,Attchd,Fin,2,528,TA,Y,0,8,2007,Normal,2284,2,90,2.5,134000
358,80,RL,92.0,6930,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,Ex,Y,3,1,Gd,6,Min2,0,Gd,BuiltIn,Unf,1,288,TA,Y,0,7,2006,Abnorml,2414,1,294,1.5,130000
359,60,RL,78.0,12011,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,592,TA,Y,0,6,2006,Normal,3010,3,449,3.5,280000
360,85,RL,60.0,7540,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,470,TA,Y,0,6,2007,Normal,1800,1,192,2.0,156000
361,50,RL,60.0,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,8,Typ,0,Gd,Detchd,Unf,1,240,TA,N,0,7,2008,Normal,2388,1,0,2.0,145000
362,85,RL,64.0,7301,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,Slab,TA,TA,No,Unf,Unf,Ex,Y,4,1,Gd,7,Typ,1,Ex,BuiltIn,RFn,2,672,TA,Y,0,7,2009,Normal,1922,3,177,3.0,198500
363,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,2,1,Gd,5,Typ,0,Gd,Detchd,Unf,1,264,TA,Y,0,5,2009,Normal,1470,2,0,1.5,118000
364,60,RL,60.0,18800,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,TA,Y,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,566,TA,Y,0,7,2006,Normal,2370,3,111,3.5,190000
365,70,RM,59.0,10690,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,None,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,Gd,Y,3,1,TA,6,Typ,0,Gd,Detchd,Unf,1,468,Fa,Y,0,7,2009,Normal,2016,1,346,1.0,147000
366,20,RL,60.0,9500,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Gd,Y,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,514,TA,Y,0,7,2009,Normal,2788,2,261,2.5,159000
367,80,RL,101.0,9150,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,Gd,Y,3,1,TA,6,Typ,1,Gd,Basment,RFn,1,296,TA,Y,0,12,2008,Normal,2530,1,110,1.5,165000
368,20,RL,78.0,7800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,PConc,TA,TA,No,LwQ,Unf,Gd,Y,2,1,TA,7,Typ,1,Gd,Attchd,Fin,1,244,TA,Y,0,3,2010,Normal,2536,1,98,1.0,132000
369,20,RL,60.0,9830,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Gd,CBlock,TA,TA,No,ALQ,Rec,Ex,Y,3,1,Gd,7,Typ,1,Gd,Detchd,Fin,2,576,TA,Y,0,3,2010,Normal,2350,1,199,2.0,162000
370,60,RL,60.0,8121,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,460,TA,Y,0,1,2006,Normal,2617,3,40,2.5,172400
371,50,RL,80.0,17120,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,4,1,TA,7,Min2,1,Gd,Detchd,Fin,2,680,TA,N,0,7,2008,Normal,1588,2,59,2.0,134432
372,120,RL,50.0,7175,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,TA,Y,2,1,TA,4,Typ,0,Gd,Attchd,Unf,1,264,TA,Y,0,2,2010,Normal,1496,1,90,2.0,125000
373,20,RL,79.0,10634,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,PConc,TA,TA,No,BLQ,LwQ,TA,Y,3,1,TA,5,Min2,0,Gd,Attchd,Unf,1,270,TA,Y,0,11,2009,Normal,1927,1,0,2.0,123000
374,60,RL,65.0,8200,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,Y,0,7,2007,Normal,2775,3,48,2.5,219500
375,30,RL,60.0,10020,Pave,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Unf,Gd,N,1,1,Fa,4,Maj1,0,Gd,Attchd,Unf,0,0,TA,Y,0,3,2009,Normal,1587,1,0,1.5,61000
376,85,RL,57.0,8846,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,2,576,TA,Y,0,7,2006,Normal,1784,1,0,1.0,148000
377,60,FV,102.0,11143,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,610,TA,Y,0,12,2007,Normal,4046,3,214,3.0,340000
378,20,RL,88.0,11394,Pave,Reg,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,834,TA,Y,0,6,2010,Partial,3712,2,0,2.5,394432
379,60,RL,60.0,8123,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,463,TA,Y,0,6,2009,Normal,2782,3,63,2.5,179000
380,50,RL,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,TA,Y,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,1,308,TA,Y,0,5,2010,Normal,2717,2,242,2.0,127000
381,20,FV,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,572,TA,Y,0,8,2006,Partial,2594,2,121,3.0,187750
382,60,RL,79.0,9245,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,0,Gd,Attchd,RFn,2,639,TA,Y,0,4,2007,Normal,2736,3,53,2.5,213500
383,45,RH,60.0,9000,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,TA,N,2,1,TA,5,Typ,0,Gd,Detchd,Unf,2,360,Fa,N,0,10,2009,Normal,1568,1,91,1.0,76000
384,60,RL,60.0,53107,Pave,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,9,Typ,2,Fa,Attchd,Fin,2,501,TA,Y,0,6,2007,Normal,3533,3,231,3.5,240000
385,120,RL,43.0,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,430,TA,Y,0,4,2010,Normal,2525,2,164,2.0,192000
386,50,RL,58.0,8410,Pave,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,None,TA,Fa,PConc,TA,TA,No,Unf,Unf,TA,Y,5,1,TA,8,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,5,2006,AdjLand,1842,1,151,1.0,81000
387,80,RL,72.0,7200,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1,352,TA,Y,0,10,2009,Abnorml,2166,1,0,2.0,125000
388,20,RL,93.0,9382,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,577,TA,Y,0,7,2008,Normal,2947,2,25,2.0,191000
389,60,RL,96.0,12474,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,3,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,3,846,TA,Y,0,8,2008,Partial,4014,3,134,3.5,426000
390,50,RL,50.0,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,Ex,Y,4,1,TA,7,Typ,0,Gd,Detchd,Unf,1,384,TA,Y,0,4,2008,Normal,2228,1,242,2.0,119000
391,60,RL,71.0,12209,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Ex,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,560,TA,Y,0,6,2009,Normal,2765,3,192,3.5,215000
392,20,RL,60.0,8339,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,Slab,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,5,Typ,0,Gd,Attchd,RFn,1,294,TA,Y,0,7,2007,Normal,882,1,0,1.0,106500
393,30,RL,60.0,7446,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,4,Typ,2,TA,Attchd,Unf,0,0,TA,Y,0,4,2006,Abnorml,1576,1,0,1.0,100000
394,50,RL,60.0,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,1,240,TA,Y,0,7,2007,Normal,1769,1,39,1.0,109000
395,20,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,1,596,TA,Y,0,6,2010,Normal,2288,1,0,2.0,129000
396,20,RL,60.0,7200,Pave,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,TA,Y,2,1,TA,6,Typ,0,Gd,Detchd,RFn,2,600,TA,Y,0,9,2009,Normal,1788,1,0,1.0,123000
397,60,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,4,1,TA,8,Typ,1,TA,Attchd,RFn,1,264,TA,Y,0,7,2007,Normal,2676,2,168,2.0,169500
398,30,RM,60.0,8967,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,Gd,Y,2,1,TA,6,Maj2,0,Gd,Detchd,Unf,1,338,Po,N,0,11,2007,Abnorml,2038,1,0,1.0,67000
399,60,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,7,Typ,0,Gd,Attchd,Fin,2,438,TA,Y,0,10,2009,Normal,2642,2,168,3.0,241000
400,120,RL,38.0,14963,Pave,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,1,1,Ex,4,Typ,2,Gd,Attchd,Fin,2,500,TA,Y,0,12,2008,Normal,2548,2,254,2.5,245500
401,20,RL,65.0,8767,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,400,TA,Y,0,7,2006,Partial,2620,2,0,2.0,164990
402,30,RL,60.0,10200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Ex,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,1,240,TA,N,0,8,2008,Normal,1344,1,0,1.0,108000
403,60,RL,93.0,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,4,1,Gd,10,Typ,1,TA,BuiltIn,Fin,2,420,TA,Y,0,7,2006,Abnorml,3404,3,123,2.5,258000
404,60,RL,60.0,10364,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,373,TA,Y,0,5,2007,Normal,2378,3,40,2.5,168000
405,20,RL,60.0,9991,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,3,1,TA,8,Min1,1,TA,Attchd,Unf,2,490,TA,Y,0,6,2009,Normal,2901,2,78,3.0,150000
406,50,RL,51.0,10480,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,6,Maj2,0,Gd,Detchd,Unf,1,240,TA,Y,0,3,2008,Normal,2230,1,0,1.0,115000
407,70,RL,63.0,15576,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,Ex,Y,4,1,TA,8,Typ,0,Gd,Attchd,Unf,1,308,TA,Y,0,3,2008,Normal,2520,2,160,2.0,177000
408,60,RL,109.0,14154,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,Ex,Y,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,947,TA,Y,0,8,2007,Partial,3235,3,62,2.5,280000
